duration,protocol_type,service,src_bytes,dst_bytes,count,srv_count,same_srv_rate,label,attack_type
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,http,200,2536,24,24,1.0,0,normal
0,tcp,netbios_ns,0,0,171,10,0.06,1,dos
0,tcp,private,0,0,85,14,0.16,1,dos
22,tcp,ftp,330,1072,1,1,1.0,0,normal
0,tcp,private,0,0,230,11,0.05,1,dos
0,icmp,eco_i,30,0,3,1,0.33,0,normal
0,tcp,kshell,0,0,27,11,0.41,1,dos
0,tcp,systat,0,0,219,11,0.05,1,dos
0,tcp,hostnames,0,0,1,1,1.0,1,probe
0,icmp,eco_i,8,0,1,29,1.0,1,probe
0,icmp,ecr_i,1032,0,328,328,1.0,1,dos
0,tcp,link,0,0,222,2,0.01,1,dos
0,tcp,http,278,3468,11,11,1.0,0,normal
0,tcp,klogin,0,0,104,6,0.06,1,dos
0,tcp,http_443,0,0,53,10,0.19,1,dos
0,tcp,ftp_data,0,0,296,24,0.08,1,dos
0,tcp,private,0,0,228,5,0.02,1,dos
26983,tcp,private,1,0,2,2,1.0,1,probe
0,udp,domain_u,46,131,37,115,1.0,0,normal
0,tcp,private,0,0,128,11,0.09,1,dos
0,udp,domain_u,45,143,69,130,1.0,0,normal
0,tcp,http,197,14468,15,16,1.0,0,normal
0,tcp,Z39_50,0,0,230,1,0.0,1,dos
0,udp,domain_u,31,91,1,1,1.0,0,normal
0,tcp,http,231,5541,2,3,1.0,0,normal
0,tcp,http,226,1811,1,4,1.0,0,normal
0,tcp,http,218,248,11,11,1.0,0,normal
3,tcp,finger,8,366,1,1,1.0,0,normal
0,tcp,systat,0,0,207,6,0.03,1,dos
0,udp,other,1,0,4,4,1.0,1,probe
0,tcp,http,233,2507,4,40,1.0,0,normal
0,tcp,ftp_data,0,0,39,9,0.23,1,dos
0,udp,private,28,0,71,71,1.0,1,dos
0,tcp,private,0,0,145,6,0.04,1,dos
0,tcp,ftp_data,22,0,2,2,1.0,0,normal
0,tcp,private,0,0,231,15,0.06,1,dos
0,tcp,smtp,728,330,1,1,1.0,0,normal
0,tcp,hostnames,0,0,147,19,0.13,1,dos
0,tcp,time,0,0,255,21,0.08,1,dos
0,tcp,discard,0,0,136,15,0.11,1,dos
0,tcp,Z39_50,0,0,228,12,0.05,1,dos
32058,tcp,private,1,0,2,2,1.0,1,probe
0,udp,domain_u,43,74,221,221,1.0,0,normal
0,tcp,ftp_data,0,0,50,14,0.28,1,dos
0,icmp,eco_i,18,0,1,2,1.0,1,probe
0,icmp,eco_i,18,0,1,1,1.0,1,probe
0,tcp,private,0,0,192,17,0.09,1,dos
0,icmp,urp_i,183,0,6,5,0.83,0,normal
0,icmp,eco_i,8,0,1,44,1.0,1,probe
0,udp,private,1,0,44,20,0.45,1,probe
0,tcp,http,213,122,1,1,1.0,0,normal
0,tcp,http,217,3669,3,3,1.0,0,normal
0,icmp,ecr_i,1032,0,511,511,1.0,1,dos
0,tcp,http,228,4556,5,5,1.0,0,normal
0,tcp,http,272,2492,18,22,1.0,0,normal
0,tcp,private,0,0,279,5,0.02,1,dos
0,tcp,private,0,0,1,1,1.0,1,probe
0,icmp,eco_i,8,0,1,45,1.0,1,probe
0,tcp,smtp,1182,329,1,1,1.0,0,normal
0,udp,domain_u,44,131,123,203,1.0,0,normal
0,tcp,ftp_data,7422,0,10,10,1.0,0,normal
0,tcp,http,279,5972,10,15,1.0,0,normal
0,tcp,http,310,803,7,7,1.0,0,normal
0,tcp,private,0,0,218,20,0.09,1,dos
0,tcp,http,270,9442,4,9,1.0,0,normal
0,icmp,urp_i,182,0,2,1,0.5,0,normal
0,icmp,eco_i,18,0,1,1,1.0,1,probe
0,tcp,http,229,3467,10,10,1.0,0,normal
0,tcp,http,219,6303,28,31,1.0,0,normal
0,tcp,ftp_data,7012,0,12,12,1.0,0,normal
0,tcp,http,301,1380,1,1,1.0,0,normal
0,tcp,http,271,350,14,14,1.0,0,normal
0,udp,private,28,0,72,72,1.0,1,dos
0,tcp,time,0,4,1,1,1.0,0,normal
0,tcp,smtp,1446,387,1,1,1.0,0,normal
0,tcp,courier,0,0,128,5,0.04,1,dos
0,tcp,finger,0,0,17,4,0.24,1,dos
0,tcp,imap4,0,0,299,19,0.06,1,dos
0,udp,domain_u,44,44,109,109,1.0,0,normal
0,tcp,private,0,0,142,3,0.02,1,dos
0,udp,other,147,0,1,1,1.0,0,normal
0,tcp,private,0,0,278,1,0.0,1,probe
0,tcp,private,0,0,45,10,0.22,1,dos
0,tcp,systat,0,0,211,2,0.01,1,dos
0,tcp,http,214,3326,2,9,1.0,0,normal
0,tcp,private,0,0,218,12,0.06,1,dos
0,tcp,ftp_data,491,0,2,2,1.0,0,normal
0,udp,domain_u,44,130,103,183,1.0,0,normal
0,tcp,private,0,0,122,15,0.12,1,dos
0,tcp,http,54540,8314,2,3,1.0,1,dos
0,tcp,discard,0,0,199,3,0.02,1,dos
0,icmp,eco_i,30,0,2,1,0.5,0,normal
0,icmp,ecr_i,1032,0,511,511,1.0,1,dos
0,tcp,netbios_ssn,0,0,222,20,0.09,1,dos
0,udp,domain_u,41,94,1,1,1.0,0,normal
0,tcp,http,325,674,2,2,1.0,0,normal
0,tcp,private,0,0,323,1,0.0,1,probe
3,tcp,private,0,0,252,1,0.0,1,probe
0,tcp,ftp_data,59,0,12,12,1.0,0,normal
0,tcp,csnet_ns,0,0,255,20,0.08,1,dos
0,tcp,smtp,1345,332,1,2,1.0,0,normal
0,udp,domain_u,33,0,1,2,1.0,0,normal
0,tcp,private,0,0,79,2,0.03,1,dos
0,tcp,private,0,0,350,1,0.0,1,probe
0,udp,domain_u,17,70,1,1,1.0,0,normal
0,tcp,http,232,2507,1,1,1.0,0,normal
0,tcp,http,306,2507,6,6,1.0,0,normal
0,tcp,http,226,667,10,12,1.0,0,normal
0,tcp,other,0,0,345,1,0.0,1,probe
0,tcp,klogin,0,0,136,8,0.06,1,dos
0,tcp,http,220,594,4,31,1.0,0,normal
0,tcp,finger,7,0,1,1,1.0,0,normal
0,udp,domain_u,44,76,234,234,1.0,0,normal
0,tcp,private,0,0,126,12,0.1,1,dos
0,tcp,http,292,354,10,10,1.0,0,normal
0,tcp,private,0,0,141,5,0.04,1,dos
0,tcp,http,291,6217,9,32,1.0,0,normal
0,tcp,http,229,742,26,26,1.0,0,normal
0,tcp,nnsp,0,0,136,18,0.13,1,dos
1,tcp,smtp,941,327,3,3,1.0,0,normal
0,tcp,http,218,901,3,3,1.0,0,normal
0,tcp,http,204,1368,6,6,1.0,0,normal
0,tcp,netstat,0,0,202,2,0.01,1,dos
0,tcp,nntp,0,0,299,10,0.03,1,dos
0,icmp,eco_i,8,0,1,13,1.0,1,probe
0,tcp,http,222,391,8,8,1.0,0,normal
0,tcp,http,245,299,15,15,1.0,0,normal
0,tcp,courier,0,0,126,7,0.06,1,dos
0,tcp,http,161,25028,1,14,1.0,0,normal
0,tcp,private,0,0,264,19,0.07,1,dos
0,tcp,bgp,0,0,248,24,0.1,1,dos
0,tcp,ftp_data,276,0,2,2,1.0,0,normal
0,udp,private,105,147,8,1,0.12,0,normal
0,tcp,http,307,3222,2,2,1.0,0,normal
0,icmp,eco_i,8,0,1,47,1.0,1,probe
0,tcp,private,0,0,240,8,0.03,1,dos
0,tcp,systat,0,0,296,3,0.01,1,dos
0,tcp,auth,0,0,230,1,0.0,1,dos
1,tcp,ftp,1119,2443,1,1,1.0,1,r2l
0,tcp,http,306,1157,19,20,1.0,0,normal
0,tcp,http,239,3222,3,3,1.0,0,normal
0,tcp,private,0,0,123,8,0.07,1,dos
6,tcp,smtp,1115,324,2,3,1.0,0,normal
0,tcp,telnet,0,0,33,13,0.39,1,dos
0,tcp,http,224,8714,22,22,1.0,0,normal
0,tcp,http,198,1685,18,18,1.0,0,normal
0,tcp,http,0,0,1,2,1.0,0,normal
0,tcp,echo,0,0,205,16,0.08,1,dos
0,tcp,sunrpc,0,0,250,6,0.02,1,dos
0,tcp,http,193,28696,2,2,1.0,0,normal
0,tcp,http,201,1701,7,7,1.0,0,normal
0,tcp,private,0,0,12,1,0.08,1,dos
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,ftp_data,37,0,2,2,1.0,0,normal
0,tcp,ftp_data,10272,0,11,11,1.0,0,normal
0,tcp,private,0,0,293,13,0.04,1,dos
0,tcp,ftp_data,190,0,2,2,1.0,0,normal
0,udp,domain_u,45,45,177,177,1.0,0,normal
0,tcp,http,330,1537,2,25,1.0,0,normal
0,udp,domain_u,46,135,67,147,1.0,0,normal
0,tcp,other,0,0,510,1,0.0,1,probe
0,udp,domain_u,45,137,213,293,1.0,0,normal
0,tcp,uucp_path,0,0,228,15,0.07,1,dos
0,tcp,ftp_data,13239,0,3,3,1.0,0,normal
0,tcp,ftp_data,12,0,1,1,1.0,0,normal
0,tcp,private,0,0,202,18,0.09,1,dos
0,icmp,ecr_i,30,0,2,2,1.0,0,normal
0,tcp,telnet,0,0,1,1,1.0,0,normal
0,tcp,http,314,7596,1,1,1.0,0,normal
0,tcp,hostnames,0,0,280,8,0.03,1,dos
0,tcp,http,194,17192,1,1,1.0,0,normal
1,tcp,smtp,1384,362,1,3,1.0,0,normal
0,tcp,http,296,1497,2,3,1.0,0,normal
140,tcp,http,448,549,1,9,1.0,0,normal
0,tcp,http,226,1816,4,4,1.0,0,normal
0,tcp,finger,0,0,45,15,0.33,1,dos
0,tcp,imap4,0,0,209,18,0.09,1,dos
0,udp,domain_u,44,84,107,107,1.0,0,normal
0,tcp,http,196,2719,24,24,1.0,0,normal
0,tcp,http,249,2972,6,6,1.0,0,normal
0,tcp,private,0,0,137,8,0.06,1,dos
0,udp,domain_u,32,0,1,2,1.0,0,normal
0,tcp,private,0,0,1,1,1.0,1,probe
7,tcp,imap4,6,164,509,1,0.0,1,probe
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,http,265,39004,2,3,1.0,0,normal
2,tcp,smtp,1697,330,1,2,1.0,0,normal
37458,tcp,private,1,0,2,2,1.0,1,probe
0,tcp,smtp,9597,331,1,1,1.0,0,normal
0,tcp,csnet_ns,0,0,266,17,0.06,1,dos
0,tcp,ftp_data,245,0,2,2,1.0,0,normal
0,icmp,eco_i,18,0,1,1,1.0,1,probe
0,tcp,auth,0,0,212,6,0.03,1,dos
0,tcp,ftp_data,3676,0,9,9,1.0,0,normal
0,tcp,http,298,1453,12,12,1.0,0,normal
0,udp,domain_u,44,71,151,153,1.0,0,normal
7410,udp,other,147,105,1,1,1.0,0,normal
0,tcp,private,0,0,135,7,0.05,1,dos
0,tcp,uucp,0,0,132,8,0.06,1,dos
0,tcp,http,262,2539,1,1,1.0,0,normal
0,tcp,http,310,3222,2,27,1.0,0,normal
0,udp,domain_u,44,151,67,147,1.0,0,normal
0,tcp,private,0,0,184,17,0.09,1,dos
31,tcp,telnet,2402,3814,1,1,1.0,1,u2r
0,tcp,uucp_path,0,0,300,14,0.05,1,dos
0,tcp,http,252,350,10,11,1.0,0,normal
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,smtp,913,309,1,1,1.0,0,normal
0,tcp,other,0,0,510,1,0.0,1,probe
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,http,331,310,6,13,1.0,0,normal
2400,udp,other,146,105,1,1,1.0,0,normal
0,tcp,uucp,0,0,141,17,0.12,1,dos
0,tcp,http,214,8435,9,9,1.0,0,normal
0,tcp,ftp_data,12,0,1,1,1.0,0,normal
0,icmp,eco_i,8,0,1,35,1.0,1,probe
0,icmp,ecr_i,1032,0,59,59,1.0,1,dos
0,icmp,ecr_i,520,0,472,472,1.0,1,dos
0,tcp,sql_net,0,0,113,12,0.11,1,dos
0,tcp,private,0,0,225,13,0.06,1,dos
0,udp,private,28,0,70,70,1.0,1,dos
28,udp,domain_u,44,44,6,7,0.17,0,normal
0,tcp,http_443,0,0,80,14,0.17,1,dos
0,tcp,http,315,23836,8,9,1.0,0,normal
0,tcp,http,361,858,13,15,1.0,0,normal
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,netstat,0,0,161,20,0.12,1,dos
0,udp,domain_u,45,77,289,289,1.0,0,normal
0,tcp,http,305,2239,5,5,1.0,0,normal
0,tcp,private,0,0,220,11,0.05,1,dos
0,udp,domain_u,44,131,201,278,1.0,0,normal
0,icmp,ecr_i,1032,0,56,56,1.0,1,dos
0,tcp,http,293,2582,16,16,1.0,0,normal
9319,udp,other,147,105,1,1,1.0,0,normal
0,tcp,private,0,0,256,4,0.02,1,dos
0,tcp,smtp,1488,389,1,1,1.0,0,normal
0,tcp,http,295,851,47,47,1.0,0,normal
0,tcp,private,0,0,286,6,0.02,1,dos
0,tcp,ftp_data,192,0,2,2,1.0,0,normal
0,tcp,private,0,0,106,7,0.07,1,dos
0,tcp,private,0,0,511,1,0.0,1,probe
0,tcp,http,293,37817,14,28,1.0,0,normal
0,tcp,http,350,937,22,22,1.0,0,normal
0,tcp,http,265,2687,1,8,1.0,0,normal
0,tcp,http,344,7333,10,10,1.0,0,normal
0,tcp,http,191,735,39,41,1.0,0,normal
0,tcp,private,0,0,90,9,0.1,1,dos
0,tcp,http,331,458,45,49,1.0,0,normal
0,tcp,http,0,0,243,4,0.02,1,dos
0,icmp,eco_i,8,0,1,46,1.0,1,probe
3,tcp,smtp,1153,329,1,1,1.0,0,normal
0,tcp,telnet,0,0,298,18,0.06,1,dos
21601,tcp,private,1,0,2,2,1.0,1,probe
0,icmp,eco_i,18,0,1,1,1.0,1,probe
5,tcp,smtp,1545,326,1,2,1.0,0,normal
0,icmp,eco_i,8,0,1,12,1.0,1,probe
0,udp,domain_u,41,124,131,131,1.0,0,normal
0,tcp,http,256,1695,7,7,1.0,0,normal
0,tcp,http,247,311,42,63,1.0,0,normal
0,udp,domain_u,46,46,135,135,1.0,0,normal
0,udp,private,105,0,2,2,1.0,0,normal
0,tcp,http,0,0,108,13,0.12,1,dos
0,tcp,http,301,1404,4,4,1.0,0,normal
0,tcp,http,165,5450,3,46,1.0,0,normal
0,tcp,whois,0,0,265,9,0.03,1,dos
0,tcp,http,327,434,25,45,1.0,0,normal
0,tcp,http,200,337,8,8,1.0,0,normal
1,tcp,smtp,1412,329,1,1,1.0,0,normal
0,udp,domain_u,42,42,3,5,1.0,0,normal
0,udp,other,516,4,455,455,1.0,0,normal
0,tcp,daytime,0,0,202,1,0.0,1,dos
0,tcp,private,0,0,1,1,1.0,1,probe
0,udp,domain_u,46,80,155,155,1.0,0,normal
0,tcp,http_443,0,0,146,17,0.12,1,dos
0,tcp,http,256,663,2,2,1.0,0,normal
0,udp,domain_u,44,131,66,144,1.0,0,normal
0,udp,private,105,147,8,2,0.25,0,normal
0,tcp,http,253,552,5,5,1.0,0,normal
0,tcp,http,235,1249,2,2,1.0,0,normal
0,tcp,http,296,609,46,46,1.0,0,normal
0,icmp,ecr_i,520,0,124,124,1.0,1,dos
0,tcp,courier,0,0,107,5,0.05,1,dos
0,tcp,private,0,0,31,24,0.77,1,dos
0,udp,private,105,146,1,1,1.0,0,normal
0,tcp,private,0,0,205,12,0.06,1,dos
33,tcp,telnet,2402,3815,1,1,1.0,1,u2r
0,tcp,private,0,0,134,5,0.04,1,dos
0,udp,private,28,0,93,93,1.0,1,dos
0,udp,domain_u,27,87,1,1,1.0,0,normal
0,tcp,ldap,0,0,235,9,0.04,1,dos
0,icmp,urp_i,127,0,2,2,1.0,0,normal
0,udp,other,147,0,1,1,1.0,0,normal
0,icmp,ecr_i,1032,0,511,511,1.0,1,dos
0,tcp,http,321,2055,23,30,1.0,0,normal
0,udp,domain_u,44,73,168,168,1.0,0,normal
0,tcp,Z39_50,0,0,231,6,0.03,1,dos
0,udp,domain_u,43,43,144,223,1.0,0,normal
0,tcp,other,0,0,426,1,0.0,1,probe
0,tcp,private,0,0,23,6,0.26,1,dos
0,tcp,http,227,3898,4,14,1.0,0,normal
0,tcp,http,274,475,4,32,1.0,0,normal
0,udp,domain_u,34,0,1,2,1.0,0,normal
0,tcp,http,221,934,10,26,1.0,0,normal
0,tcp,http,196,3946,28,28,1.0,0,normal
0,tcp,http,197,2299,6,6,1.0,0,normal
0,tcp,http,231,1225,1,1,1.0,0,normal
0,tcp,private,0,0,160,4,0.03,1,dos
0,tcp,http,346,23705,3,3,1.0,0,normal
0,tcp,http,0,0,1,1,1.0,0,normal
0,udp,private,1,0,5,1,0.2,1,probe
0,tcp,private,0,0,111,14,0.13,1,dos
0,tcp,echo,0,0,122,4,0.03,1,dos
0,tcp,http,331,776,10,14,1.0,0,normal
0,tcp,private,0,0,478,1,0.0,1,probe
0,icmp,eco_i,8,0,1,21,1.0,1,probe
0,icmp,eco_i,8,0,1,44,1.0,1,probe
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,private,0,0,116,15,0.13,1,dos
0,tcp,http,258,8702,1,1,1.0,0,normal
0,tcp,private,0,0,2,1,0.5,1,probe
0,icmp,eco_i,8,0,1,12,1.0,1,probe
1,tcp,smtp,766,328,1,1,1.0,0,normal
0,tcp,http,0,0,42,13,0.31,1,dos
0,tcp,bgp,0,0,216,9,0.04,1,dos
0,tcp,courier,0,0,118,16,0.14,1,dos
0,tcp,smtp,13552,1431,1,1,1.0,0,normal
0,tcp,ctf,0,0,236,6,0.03,1,dos
0,tcp,private,0,0,1,1,1.0,1,probe
0,tcp,finger,0,0,204,16,0.08,1,dos
0,tcp,http,221,810,27,27,1.0,0,normal
0,tcp,http,259,868,13,16,1.0,0,normal
0,udp,private,28,0,27,27,1.0,1,dos
0,tcp,uucp_path,0,0,254,1,0.0,1,dos
0,icmp,eco_i,8,0,1,35,1.0,1,probe
0,tcp,http,211,7628,3,3,1.0,0,normal
0,tcp,private,0,0,159,1,0.01,1,dos
0,tcp,http,254,398,3,3,1.0,0,normal
0,tcp,auth,9,36,2,1,0.5,0,normal
0,tcp,ftp_data,12,0,2,2,1.0,0,normal
0,udp,private,1,0,8,4,0.5,1,probe
0,tcp,name,0,0,236,4,0.02,1,dos
0,udp,private,28,0,4,4,1.0,1,dos
0,tcp,http,246,1403,25,25,1.0,0,normal
0,tcp,http,230,1650,1,34,1.0,0,normal
0,tcp,http,312,1395,5,13,1.0,0,normal
0,tcp,http,265,6671,9,9,1.0,0,normal
10784,udp,other,146,105,1,1,1.0,0,normal
0,tcp,http,210,1198,2,2,1.0,0,normal
8057,tcp,other,1,0,2,2,1.0,1,probe
0,tcp,private,0,0,265,16,0.06,1,dos
0,tcp,private,0,0,259,8,0.03,1,dos
0,tcp,nntp,0,0,123,19,0.15,1,dos
0,tcp,ftp_data,201,0,1,1,1.0,0,normal
0,tcp,http,311,396,6,6,1.0,0,normal
0,tcp,http,299,1380,4,4,1.0,0,normal
0,tcp,private,0,0,102,12,0.12,1,dos
0,tcp,http,196,11232,1,2,1.0,0,normal
0,tcp,finger,9,0,1,1,1.0,0,normal
0,tcp,http,326,942,4,11,1.0,0,normal
0,tcp,http,184,33119,1,1,1.0,0,normal
0,tcp,supdup,0,0,122,16,0.13,1,dos
0,udp,domain_u,44,135,64,144,0.98,0,normal
0,tcp,private,0,0,129,10,0.08,1,dos
0,tcp,netstat,0,0,274,2,0.01,1,dos
0,tcp,http,316,6534,7,7,1.0,0,normal
0,tcp,other,0,0,431,1,0.0,1,probe
0,tcp,http,293,27859,20,30,1.0,0,normal
0,tcp,http,316,14600,1,1,1.0,0,normal
0,tcp,private,0,0,210,17,0.08,1,dos
0,tcp,http,225,668,52,56,1.0,0,normal
3,tcp,smtp,693,337,1,1,1.0,0,normal
0,icmp,ecr_i,30,0,2,2,1.0,0,normal
0,tcp,http,0,0,1,2,1.0,0,normal
0,tcp,nnsp,0,0,106,17,0.16,1,dos
0,tcp,http,240,265,14,14,1.0,0,normal
0,tcp,ftp_data,12,0,1,1,1.0,0,normal
0,tcp,ftp_data,1556,0,1,1,1.0,0,normal
0,udp,domain_u,44,70,241,241,1.0,0,normal
0,tcp,finger,0,0,23,3,0.13,1,dos
0,tcp,private,0,0,177,1,0.01,1,probe
0,tcp,imap4,0,0,287,15,0.05,1,dos
0,tcp,vmnet,0,0,282,6,0.02,1,dos
0,tcp,http,157,405,1,1,1.0,0,normal
0,tcp,courier,0,0,112,17,0.15,1,dos
0,tcp,http,281,17449,3,3,1.0,0,normal
0,tcp,private,0,0,128,5,0.04,1,dos
0,tcp,http,253,745,1,2,1.0,0,normal
0,udp,other,1,0,18,3,0.17,1,probe
0,icmp,eco_i,8,0,1,29,1.0,1,probe
0,icmp,eco_i,8,0,1,25,1.0,1,probe
0,udp,domain_u,46,82,152,152,1.0,0,normal
0,tcp,http,277,6613,1,1,1.0,0,normal
0,tcp,echo,0,0,207,17,0.08,1,dos
0,tcp,smtp,1264,327,1,3,1.0,0,normal
0,icmp,eco_i,30,0,6,1,0.17,0,normal
1,tcp,smtp,850,330,1,3,1.0,0,normal
0,tcp,ftp,0,0,1,1,1.0,1,probe
0,tcp,http,290,1828,3,3,1.0,0,normal
0,tcp,csnet_ns,0,0,260,3,0.01,1,dos
0,icmp,ecr_i,1032,0,150,150,1.0,1,dos
0,tcp,finger,8,224,1,1,1.0,0,normal
0,tcp,imap4,0,0,254,4,0.02,1,dos
0,tcp,private,0,0,265,12,0.05,1,dos
0,tcp,private,0,0,126,15,0.12,1,dos
0,udp,other,147,0,2,1,0.5,0,normal
0,tcp,private,0,0,162,4,0.02,1,dos
0,tcp,private,0,0,34,11,0.32,1,dos
0,tcp,pop_3,38,130,1,1,1.0,0,normal
0,tcp,http,332,2844,14,14,1.0,0,normal
0,tcp,http,251,1745,5,6,1.0,0,normal
0,udp,private,105,147,1,1,1.0,0,normal
0,tcp,private,0,0,107,12,0.11,1,dos
0,udp,private,105,0,2,2,1.0,0,normal
0,tcp,private,0,0,230,1,0.0,1,dos
0,tcp,courier,0,0,125,1,0.01,1,dos
0,tcp,smtp,842,334,1,3,1.0,0,normal
0,icmp,ecr_i,1032,0,511,511,1.0,1,dos
0,tcp,private,0,0,110,8,0.07,1,dos
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,http,206,1119,18,18,1.0,0,normal
0,tcp,ftp_data,252,0,3,2,0.67,0,normal
0,tcp,http,312,1359,14,14,1.0,0,normal
0,tcp,http,204,12446,3,3,1.0,0,normal
0,udp,domain_u,45,79,146,146,1.0,0,normal
0,tcp,http,314,2289,16,38,1.0,0,normal
0,tcp,private,0,0,510,1,0.0,1,probe
0,tcp,link,0,0,267,6,0.02,1,dos
0,tcp,uucp_path,0,0,61,16,0.26,1,dos
0,tcp,finger,0,0,38,11,0.29,1,dos
0,tcp,http,229,986,21,22,1.0,0,normal
15844,tcp,telnet,4086,26845,1,1,1.0,0,normal
0,tcp,iso_tsap,0,0,233,6,0.03,1,dos
397,tcp,smtp,2405,330,1,1,1.0,0,normal
0,udp,domain_u,46,121,69,70,1.0,0,normal
0,tcp,http,0,0,1,2,1.0,0,normal
3,tcp,smtp,1744,411,1,1,1.0,0,normal
0,tcp,http,241,4194,1,1,1.0,0,normal
0,tcp,http,221,354,17,34,1.0,0,normal
0,tcp,domain,0,0,255,17,0.07,1,dos
0,tcp,iso_tsap,0,0,214,13,0.06,1,dos
0,tcp,http,0,0,1,2,1.0,0,normal
12,udp,domain_u,96,31,2,1,0.5,0,normal
0,tcp,smtp,1349,329,1,2,1.0,0,normal
0,udp,domain_u,35,100,2,2,1.0,0,normal
0,tcp,smtp,107,408,2,2,1.0,0,normal
0,tcp,http,222,770,6,6,1.0,0,normal
0,tcp,echo,0,0,229,1,0.0,1,probe
0,tcp,private,0,0,83,7,0.08,1,dos
0,tcp,http,255,3026,9,23,1.0,0,normal
0,icmp,eco_i,8,0,1,4,1.0,1,probe
0,tcp,ftp_data,334,0,2,2,1.0,1,r2l
0,tcp,http,203,1792,13,13,1.0,0,normal
6,tcp,private,0,0,1,1,1.0,1,probe
2640,udp,other,146,105,5,2,0.4,0,normal
0,tcp,domain,0,0,256,7,0.03,1,dos
0,tcp,http,0,0,2,4,1.0,0,normal
0,tcp,http,419,10209,24,24,1.0,0,normal
0,tcp,auth,0,0,202,12,0.06,1,dos
0,tcp,nnsp,0,0,104,3,0.03,1,dos
0,udp,domain_u,44,44,135,135,1.0,0,normal
0,tcp,private,0,0,86,6,0.07,1,dos
0,tcp,finger,8,140,1,1,1.0,0,normal
0,icmp,eco_i,8,0,1,7,1.0,1,probe
0,tcp,finger,5,217,1,1,1.0,0,normal
0,tcp,systat,0,0,225,13,0.06,1,dos
25,tcp,smtp,683,331,1,2,1.0,0,normal
0,tcp,private,0,0,31,11,0.35,1,dos
0,udp,domain_u,46,133,79,159,1.0,0,normal
0,tcp,other,0,0,509,1,0.0,1,probe
0,tcp,http,215,171,24,24,1.0,0,normal
0,tcp,finger,0,0,43,10,0.23,1,dos
0,tcp,http,232,5817,4,4,1.0,0,normal
0,tcp,auth,0,0,228,19,0.08,1,dos
0,tcp,http,237,1423,11,29,1.0,0,normal
0,tcp,uucp_path,0,0,261,15,0.06,1,dos
1,tcp,smtp,675,330,1,3,1.0,0,normal
0,tcp,smtp,2542,328,1,1,1.0,0,normal
0,tcp,private,0,0,127,1,0.01,1,dos
1,tcp,ftp,1227,2451,1,1,1.0,1,r2l
1,tcp,smtp,10883,863,1,1,1.0,0,normal
0,tcp,private,0,0,511,1,0.0,1,probe
0,tcp,netbios_dgm,0,0,97,20,0.21,1,dos
0,tcp,smtp,556,326,1,1,1.0,0,normal
0,tcp,private,0,0,260,9,0.03,1,dos
0,udp,domain_u,42,42,11,20,1.0,0,normal
0,tcp,telnet,0,0,72,18,0.25,1,dos
0,tcp,http,214,10597,4,4,1.0,0,normal
0,tcp,smtp,0,0,2,1,0.5,1,dos
0,tcp,http,315,2089,1,2,1.0,0,normal
0,tcp,smtp,722,330,1,1,1.0,0,normal
0,tcp,ftp_data,748,0,1,1,1.0,0,normal
0,tcp,klogin,0,0,147,20,0.14,1,dos
0,udp,domain_u,45,79,178,177,0.99,0,normal
0,tcp,netbios_dgm,0,0,102,2,0.02,1,dos
0,tcp,http,0,0,2,1,0.5,1,dos
0,tcp,private,0,0,232,13,0.06,1,dos
0,tcp,private,0,0,246,1,0.0,1,probe
0,tcp,http,299,479,17,17,1.0,0,normal
0,tcp,http,285,261,9,35,1.0,0,normal
0,icmp,eco_i,8,0,1,16,1.0,1,probe
0,tcp,http,210,327,24,24,1.0,0,normal
0,tcp,discard,0,0,203,13,0.06,1,dos
0,tcp,http,0,0,220,10,0.05,1,dos
0,tcp,http,233,4097,1,1,1.0,0,normal
0,tcp,iso_tsap,0,0,239,12,0.05,1,dos
0,tcp,http,212,1383,11,11,1.0,0,normal
0,tcp,imap4,0,0,242,8,0.03,1,dos
1,tcp,smtp,6520,326,1,1,1.0,0,normal
0,udp,domain_u,45,75,31,31,1.0,0,normal
0,udp,private,1,0,32,3,0.09,1,probe
0,tcp,other,0,0,510,1,0.0,1,probe
0,tcp,http,229,2573,3,3,1.0,0,normal
0,tcp,daytime,0,0,213,2,0.01,1,dos
0,tcp,http,221,290,17,18,1.0,0,normal
0,udp,other,1,0,10,1,0.1,1,probe
388,tcp,X11,21945520,98084,1,1,1.0,0,normal
5,tcp,smtp,576,331,1,1,1.0,0,normal
2,tcp,smtp,630,325,1,1,1.0,0,normal
0,tcp,ftp_data,10389,0,6,6,1.0,0,normal
0,tcp,http,226,2977,6,8,1.0,0,normal
0,tcp,http,325,369,3,3,1.0,0,normal
0,tcp,http,214,1533,12,13,1.0,0,normal
0,tcp,http,326,399,27,36,1.0,0,normal
0,tcp,http,222,2390,9,10,1.0,0,normal
0,tcp,http,0,0,1,1,1.0,0,normal
0,tcp,http,326,1820,1,12,1.0,0,normal
0,tcp,http,325,426,5,5,1.0,0,normal
